,1,2,3,4,5,6,7,8
7.0,8295950,8295950,8104200,8295950,8334950,8295950,8286850,8355100
21.0,8568950,8568950,8528650,8568950,8418800,8325200,8652150,8667750
34.0,9176050,9176050,9031100,9176050,8991450,8818550,9131200,9165650
