,1,10,11,12,13,14,1902,2,3,4,5,512,6,7,8,811,9
9.0,13147,11466,13474,12907,13812,12866,13257,13180,12899,13450,13372,13251,11229,12649,10958,13257,13240
17.0,13608,11741,13537,12990,13755,13542,13478,13402,13040,13527,13511,13090,11670,11922,11654,13478,13073
25.0,13855,12803,14137,13541,14634,13201,13652,13859,13521,13748,14003,13635,12208,13652,12219,13652,13629
