,1,2,3,4,5,6,7,8
6.0,6013752,6548472,5043948,4981662,5948540,6598456,5095160,4958892
17.0,6419820,6890976,5455814,5282226,6351868,6911424,5511800,5218470
28.0,6776568,7314704,5755708,5525658,6703684,7364688,5803882,5352192
