,1,1-3,10,11,1114,12,1202,1208,13,1302,1306,1313,14,1404,15,1501,1506,1509,1510,1513,2,210,215,216,3,309,4,414,5,513,514,6,707,709,715,8,9,whole floor
3.0,8919,,8603,8603,8623,,8612,8638,8603,8611,8606,8664,8618,8594,8603,8732,8690,8705,8705,8705,8603,8603,8603,8542,8603,8603,8665,8604,9756,8603,8544,8603,8586,8603,8608,8610,8623,8674
8.0,9303,,8970,8970,8991,8631,8980,9008,8970,8979,8976,9036,8980,8961,8991,9106,9064,9080,9080,9080,8970,8970,8970,8908,8970,8970,9057,8971,10152,8970,8907,8970,8953,8970,8975,9032,8991,9046
12.0,9595,,9252,9252,9274,8908,9262,9291,9252,9261,9272,9321,9261,9243,9274,9392,9348,9365,9365,9365,9252,9252,9252,9188,9252,9252,9320,9253,10476,9252,9186,9252,9235,9252,9257,9260,9274,9330
