,1,10,11,11B,12,13,14,15,16,17,18,19,20,21,22,23,3,4,5,6,7,8,9
5.0,4213910,3773700,3704436,2278630,3847675,3855720,3632970,3534960,3672570,4095174,3764640,3102225,4090647,3814726,3706976,3809720,3713490,3627776,3749940,4006275,4209366,3631724,4072272
12.0,4338825,4546080,3306360,2344334,3664730,3570975,3217935,3298305,3817890,3854910,3559080,3217935,3512565,3659320,4515160,3772000,3928400,3910575,4289670,4380600,4365360,4091020,4016250
19.0,4632645,4638579,3636760,2470776,2440616,2843328,2800602,2382245,2707500,3996555,2697488,2939037,3729685,3829560,4566080,3925176,4280640,4276572,4426720,4548258,4413600,4182921,3837807
