,subjFloor,floorLv,unitNo,price,npsf,nfa
9.0/F低層A,9.0,低層,A,16007904,14344,1116
17.0/F中層A,17.0,中層,A,16723410,14905,1122
25.0/F高層A,25.0,高層,A,17179704,15394,1116
9.0/F低層B,9.0,低層,B,7868390,12899,610
17.0/F中層B,17.0,中層,B,8087035,13367,605
25.0/F高層B,25.0,高層,B,8371385,13837,605
9.0/F低層C,9.0,低層,C,8316138,13723,606
17.0/F中層C,17.0,中層,C,8450064,13944,606
25.0/F高層C,25.0,高層,C,8753670,14445,606
9.0/F低層D,9.0,低層,D,15181322,13579,1118
17.0/F中層D,17.0,中層,D,15721316,14062,1118
25.0/F高層D,25.0,高層,D,16268018,14551,1118
