,A,B,C,D,E,F,G,H,J,K
9.0,4327092,4168275,2641979,4080150,4213996,4245600,6147108,2531529,3822744,3852156
20.0,4491102,4325619,2741707,4255650,4374456,4428880,6348204,2645334,4011378,4165854
31.0,4681446,4508889,2857424,4436100,4559324,4616336,6617016,2733568,4145478,4305840
