,A,B,C,D,E,F,G,H,J,K
6.0,13180,12991,13694,13306,14301,13535,13461,13405,12437,13622
16.0,13382,13257,13567,13469,13874,14112,13483,13397,12984,13497
25.0,13828,13451,14019,13642,14004,13617,13785,13604,13440,13956
