,1,10,2,3,4,5,6,7,8,9
6.0,8894,8281,8013,9122,8226,8226,8894,8050,8894,8226
18.0,9204,8574,8293,9480,8513,8513,9204,8339,9204,8513
30.0,9511,8858,8570,9885,8797,8797,9511,8628,9511,8797
