,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9
8.0,8453,8461,8137,8870,9074,9186,,,9169,8387,8386,8870,8300,8972,9083,,,9072,8217,8207
20.0,8868,8664,8701,9691,9726,9959,,,9723,8560,8574,9691,8572,9518,9698,,,9742,8495,8485
32.0,9273,9290,9309,10153,10122,10417,,,10188,9141,9191,10153,9022,10006,10206,,,10188,9191,9170
