,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
9.0/F低層A,9.0,低層,A,6222920,14143,440,338,3,NTW
22.0/F中層A,22.0,中層,A,6343040,14416,440,385,4,NTW
37.0/F高層A,37.0,高層,A,6838040,15541,440,343,4,NTW
9.0/F低層B,9.0,低層,B,6064962,14237,426,346,4,NTW
22.0/F中層B,22.0,中層,B,6010008,14108,426,325,4,NTW
37.0/F高層B,37.0,高層,B,6122472,14372,426,304,4,NTW
9.0/F低層C,9.0,低層,C,6365414,14114,451,344,4,NTW
22.0/F中層C,22.0,中層,C,6599483,14633,451,309,4,NTW
37.0/F高層C,37.0,高層,C,6752823,14973,451,310,5,NTW
9.0/F低層D,9.0,低層,D,7140308,13174,542,339,3,NTW
22.0/F中層D,22.0,中層,D,7561984,13952,542,333,4,NTW
37.0/F高層D,37.0,高層,D,7854664,14492,542,312,5,NTW
9.0/F低層E,9.0,低層,E,7318084,13502,542,346,5,NTW
22.0/F中層E,22.0,中層,E,7585832,13996,542,333,5,NTW
37.0/F高層E,37.0,高層,E,7784204,14362,542,307,5,NTW
9.0/F低層F,9.0,低層,F,6327981,14031,451,336,4,NTW
22.0/F中層F,22.0,中層,F,6558893,14543,451,318,4,NTW
37.0/F高層F,37.0,高層,F,6673898,14798,451,302,4,NTW
9.0/F低層G,9.0,低層,G,5986578,14053,426,369,4,NTW
22.0/F中層G,22.0,中層,G,6088818,14293,426,377,4,NTW
37.0/F高層G,37.0,高層,G,6349104,14904,426,332,4,NTW
9.0/F低層H,9.0,低層,H,6097960,13859,440,326,3,NTW
22.0/F中層H,22.0,中層,H,6312240,14346,440,378,4,NTW
37.0/F高層H,37.0,高層,H,6466680,14697,440,335,4,NTW
