,A,B,C,D,E,F,G,H,J,K
6.0,7470,7838,7489,7489,7888,7888,7523,7483,7489,7577
16.0,7651,8165,7793,7793,8216,8216,7830,7787,7793,7899
27.0,8137,8511,8130,8130,8564,8564,8167,8123,8130,8274
