,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層A,5.0,低層,A,5598600,9030,620,179,2,NTM
8.0/F中層A,8.0,中層,A,5666800,9140,620,187,2,NTM
12.0/F高層A,12.0,高層,A,5757320,9286,620,182,2,NTM
5.0/F低層B,5.0,低層,B,6510504,8943,728,237,2,NTM
8.0/F中層B,8.0,中層,B,6607328,9076,728,298,2,NTM
12.0/F高層B,12.0,高層,B,6693960,9195,728,237,2,NTM
5.0/F低層C,5.0,低層,C,5667700,9025,628,86,1,NTM
8.0/F中層C,8.0,中層,C,5736152,9134,628,89,1,NTM
12.0/F高層C,12.0,高層,C,8335845,8821,945,82,1,NTM
5.0/F低層D,5.0,低層,D,5667700,9025,628,86,1,NTM
8.0/F中層D,8.0,中層,D,5991120,9540,628,239,2,NTM
12.0/F高層D,12.0,高層,D,5827840,9280,628,87,1,NTM
5.0/F低層E,5.0,低層,E,6643728,9126,728,183,2,NTM
8.0/F中層E,8.0,中層,E,6715072,9224,728,181,2,NTM
12.0/F高層E,12.0,高層,E,6815536,9362,728,173,2,NTM
5.0/F低層F,5.0,低層,F,5603560,9038,620,85,1,NTM
8.0/F中層F,8.0,中層,F,5671760,9148,620,88,1,NTM
12.0/F高層F,12.0,高層,F,5762280,9294,620,86,1,NTM
