,1,2,3,4,5,6,7,8
7.0,12583,11274,11184,12984,12770,10801,11576,12583
16.0,13268,11860,11757,12532,13381,11361,12173,13268
24.0,13814,12188,12145,12985,13951,11734,12556,13814
