,A,B,C,D,E,F,G,H
7.0,5525248,5507754,5468562,5701528,5417280,5537536,7344668,5503248
16.0,5417672,5603178,5688378,5930240,5607792,5731100,7633862,5391792
26.0,5881424,5684118,5916714,6008888,5812128,5832788,7703244,5610816
