,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,6648480,9720,684,390,3,NTM
15.0/F中層A,15.0,中層,A,6923448,10122,684,428,3,NTM
22.0/F高層A,22.0,高層,A,7326324,10711,684,437,3,NTM
6.0/F低層B,6.0,低層,B,6837948,9997,684,370,4,NTM
15.0/F中層B,15.0,中層,B,7202520,10530,684,370,4,NTM
22.0/F高層B,22.0,高層,B,7304436,10679,684,369,4,NTM
6.0/F低層C,6.0,低層,C,5894095,11017,535,359,5,NTM
15.0/F中層C,15.0,中層,C,6111305,11423,535,331,4,NTM
22.0/F高層C,22.0,高層,C,6283575,11745,535,341,4,NTM
6.0/F低層D,6.0,低層,D,5910145,11047,535,358,5,NTM
15.0/F中層D,15.0,中層,D,6184065,11559,535,331,4,NTM
22.0/F高層D,22.0,高層,D,6371850,11910,535,352,4,NTM
