,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
6.0,9500750,7951680,7933440,9588593,9849630,7933440,7816320,9690765,7834560,7913500,8110168,8318640,8070725,8028000,9907569,9472092
16.0,10131849,8394720,8315520,10160507,10460170,8315520,8201760,10088862,8282880,8289700,8541280,8765438,8513900,8315520,10514994,10037153
25.0,10792852,8785440,8618400,10875711,11027100,8618400,8639040,10826494,8532000,8477800,8986054,9251704,8867775,8501760,11198425,10875711
