,subjFloor,floorLv,unitNo,price,npsf,nfa
9.0/F低層A,9.0,低層,A,14156460,15222,930
20.0/F中層A,20.0,中層,A,14692972,15988,919
31.0/F高層A,31.0,高層,A,14664240,15768,930
9.0/F低層B,9.0,低層,B,6350772,15452,411
20.0/F中層B,20.0,中層,B,14806530,15921,930
31.0/F高層B,31.0,高層,B,10437760,16309,640
9.0/F低層C,9.0,低層,C,9402240,14691,640
20.0/F中層C,20.0,中層,C,6759717,16447,411
31.0/F高層C,31.0,高層,C,6940557,16887,411
9.0/F低層D,9.0,低層,D,9157887,14747,621
20.0/F中層D,20.0,中層,D,9961320,15420,646
31.0/F高層D,31.0,高層,D,10002664,15484,646
9.0/F低層E,9.0,低層,E,6786315,14785,459
20.0/F中層E,20.0,中層,E,7119090,15510,459
31.0/F高層E,31.0,高層,E,7632252,16628,459
9.0/F低層F,9.0,低層,F,5903780,13990,422
20.0/F中層F,20.0,中層,F,6560412,15546,422
31.0/F高層F,31.0,高層,F,6817072,16078,424
9.0/F低層G,9.0,低層,G,6085240,14420,422
20.0/F中層G,20.0,中層,G,6608942,15661,422
31.0/F高層G,31.0,高層,G,7020814,16637,422
9.0/F低層H,9.0,低層,H,6931818,15102,459
20.0/F中層H,20.0,中層,H,9996078,15546,643
31.0/F高層H,31.0,高層,H,10088027,15689,643
