,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
8.0/F低層A,8.0,低層,A,5550960,10992,505,322,3,NTM
18.0/F中層A,18.0,中層,A,5670140,11228,505,397,4,NTM
27.0/F高層A,27.0,高層,A,5784270,11454,505,366,4,NTM
8.0/F低層B,8.0,低層,B,7022496,10608,662,374,4,NTM
18.0/F中層B,18.0,中層,B,7135036,10778,662,336,3,NTM
27.0/F高層B,27.0,高層,B,7622930,11515,662,312,4,NTM
8.0/F低層C,8.0,低層,C,7059216,10761,656,391,4,NTM
18.0/F中層C,18.0,中層,C,7355072,11212,656,375,4,NTM
27.0/F高層C,27.0,高層,C,7479712,11402,656,355,4,NTM
8.0/F低層D,8.0,低層,D,4896870,11495,426,350,3,NTM
18.0/F中層D,18.0,中層,D,5093256,11956,426,365,3,NTM
27.0/F高層D,27.0,高層,D,5262804,12354,426,343,3,NTM
8.0/F低層E,8.0,低層,E,5433800,10760,505,390,3,NTM
18.0/F中層E,18.0,中層,E,5629235,11147,505,375,3,NTM
27.0/F高層E,27.0,高層,E,5805985,11497,505,358,3,NTM
8.0/F低層F,8.0,低層,F,6858320,10360,662,443,3,NTM
18.0/F中層F,18.0,中層,F,7154234,10807,662,392,4,NTM
27.0/F高層F,27.0,高層,F,7287958,11009,662,367,4,NTM
8.0/F低層G,8.0,低層,G,6608544,10074,656,346,4,NTM
18.0/F中層G,18.0,中層,G,7034944,10724,656,336,4,NTM
27.0/F高層G,27.0,高層,G,7121536,10856,656,379,4,NTM
8.0/F低層H,8.0,低層,H,4822746,11321,426,416,3,NTM
18.0/F中層H,18.0,中層,H,5007630,11755,426,410,3,NTM
27.0/F高層H,27.0,高層,H,5043414,11839,426,376,3,NTM
