,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層A,5.0,低層,A,5376735,9191,585,435,3,NTM
15.0/F中層A,15.0,中層,A,5612080,9512,590,393,3,NTM
24.0/F高層A,24.0,高層,A,5811500,9850,590,400,3,NTM
5.0/F低層B,5.0,低層,B,7521345,8901,845,323,4,NTM
15.0/F中層B,15.0,中層,B,7743070,9329,830,340,4,NTM
24.0/F高層B,24.0,高層,B,8118230,9781,830,354,4,NTM
5.0/F低層C,5.0,低層,C,5174910,8846,585,432,3,NTM
15.0/F中層C,15.0,中層,C,5669310,9609,590,347,3,NTM
24.0/F高層C,24.0,高層,C,5889970,9983,590,325,3,NTM
