,1,2,3,4,5,6,7,8
8.0,6445,6538,6455,6191,6265,6319,6510,6552
22.0,6726,6889,6647,6543,6730,7163,6827,6756
34.0,7044,7219,7424,7017,7011,7685,6928,7577
