,1,2,5,6,7,8,9
2.0,62751249,63639552,63865736,56311745,59186250,60412304,58764849
5.0,64186518,65093632,65326206,57598496,60538125,61794222,60108906
7.0,65142693,66064384,66299167,58456330,61441875,62714860,61004944
