,A12,A17,A20,A21,A22,A25,A9,B1,B10,B11,B15,B16,B2,B26,B3,B9,D10,D11,D12,D17,D2,D5,D7,D71,D8,D9
,,,,,,,,,,,,,,,,,,,,,,,,,,
