,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,19340145,19755,979,258,4,HCB
17.0/F中層A,17.0,中層,A,21138568,21592,979,303,4,HCB
28.0/F高層A,28.0,高層,A,22833217,23323,979,376,4,HCB
6.0/F低層B,6.0,低層,B,20325088,20489,992,177,2,HCB
17.0/F中層B,17.0,中層,B,22164256,22343,992,189,2,HCB
28.0/F高層B,28.0,高層,B,24008384,24202,992,168,2,HCB
6.0/F低層C,6.0,低層,C,20292352,20456,992,143,2,HCB
17.0/F中層C,17.0,中層,C,22140448,22319,992,155,2,HCB
28.0/F高層C,28.0,高層,C,23994496,24188,992,139,2,HCB
6.0/F低層D,6.0,低層,D,19895850,20406,975,181,2,HCB
17.0/F中層D,17.0,中層,D,21721050,22278,975,198,2,HCB
28.0/F高層D,28.0,高層,D,23552100,24156,975,180,2,HCB
6.0/F低層E,6.0,低層,E,14505754,20203,718,99,2,HCB
17.0/F中層E,17.0,中層,E,15827592,22044,718,111,2,HCB
28.0/F高層E,28.0,高層,E,17153020,23890,718,95,2,HCB
6.0/F低層F,6.0,低層,F,14505754,20203,718,99,2,HCB
17.0/F中層F,17.0,中層,F,15827592,22044,718,111,2,HCB
28.0/F高層F,28.0,高層,F,17153020,23890,718,95,2,HCB
