,A,B,C,D,E,F,G,H
3.0,7318000,7407058,9205800,6826890,6653790,9205800,8486338,8157500
6.0,7429000,7513387,9355200,6938685,6762756,9355200,8622376,8288500
10.0,8398500,7648282,9576000,7101810,6919770,9576000,8821456,8477500
