,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,6914102,16042,431
12.0/F中層A,12.0,中層,A,7168823,16633,431
20.0/F高層A,20.0,高層,A,7504141,17411,431
5.0/F低層B,5.0,低層,B,8929728,15084,592
12.0/F中層B,12.0,中層,B,9263024,15647,592
20.0/F高層B,20.0,高層,B,9643680,16290,592
5.0/F低層C,5.0,低層,C,8929728,15084,592
12.0/F中層C,12.0,中層,C,9265984,15652,592
20.0/F高層C,20.0,高層,C,9649600,16300,592
5.0/F低層D,5.0,低層,D,6655502,15442,431
12.0/F中層D,12.0,中層,D,6905051,16021,431
20.0/F高層D,20.0,高層,D,7190373,16683,431
5.0/F低層E,5.0,低層,E,7483124,15461,484
12.0/F中層E,12.0,中層,E,7755132,16023,484
20.0/F高層E,20.0,高層,E,8070700,16675,484
5.0/F低層F,5.0,低層,F,8929728,15084,592
12.0/F中層F,12.0,中層,F,9264208,15649,592
20.0/F高層F,20.0,高層,F,9646640,16295,592
5.0/F低層G,5.0,低層,G,8929728,15084,592
12.0/F中層G,12.0,中層,G,9264208,15649,592
20.0/F高層G,20.0,高層,G,9646640,16295,592
5.0/F低層H,5.0,低層,H,7416816,15324,484
12.0/F中層H,12.0,中層,H,7695116,15899,484
20.0/F高層H,20.0,高層,H,8012620,16555,484
