,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
8.0/F低層A,8.0,低層,A,7373920,13555,544,339,5,NTP
15.0/F中層A,15.0,中層,A,7617632,14003,544,354,5,NTP
22.0/F高層A,22.0,高層,A,7864064,14456,544,331,5,NTP
8.0/F低層B,8.0,低層,B,5646648,14152,399,364,4,NTP
15.0/F中層B,15.0,中層,B,5830188,14612,399,379,4,NTP
22.0/F高層B,22.0,高層,B,6019713,15087,399,355,4,NTP
8.0/F低層C,8.0,低層,C,5704902,14298,399,344,5,NTP
15.0/F中層C,15.0,中層,C,5879265,14735,399,306,4,NTP
22.0/F高層C,22.0,高層,C,6084750,15250,399,336,5,NTP
8.0/F低層D,8.0,低層,D,6510440,13852,470,343,4,NTP
15.0/F中層D,15.0,中層,D,6724760,14308,470,355,4,NTP
22.0/F高層D,22.0,高層,D,6940960,14768,470,335,4,NTP
8.0/F低層E,8.0,低層,E,6526420,13886,470,337,4,NTP
15.0/F中層E,15.0,中層,E,6740270,14341,470,345,4,NTP
22.0/F高層E,22.0,高層,E,6956470,14801,470,322,4,NTP
8.0/F低層F,8.0,低層,F,5531380,14330,386,331,4,NTP
15.0/F中層F,15.0,中層,F,5712800,14800,386,341,4,NTP
22.0/F高層F,22.0,高層,F,5896536,15276,386,318,4,NTP
8.0/F低層G,8.0,低層,G,5555312,14392,386,336,5,NTP
15.0/F中層G,15.0,中層,G,5726696,14836,386,301,4,NTP
22.0/F高層G,22.0,高層,G,5924714,15349,386,328,5,NTP
8.0/F低層H,8.0,低層,H,7407104,13616,544,315,4,NTP
15.0/F中層H,15.0,中層,H,7654080,14070,544,329,4,NTP
22.0/F高層H,22.0,高層,H,7899968,14522,544,311,4,NTP
