,A,B,C,D,E,F,G
4.0,9187755,7851920,10436181,10139904,10071925,11175500,
5.0,9295675,7895230,10492094,10103424,10161369,11235652,
6.0,7252843,6400317,7997786,12958212,10488270,10906864,
