,1,10,11,12,13,14,2,3,4,5,6,7,8,9
7.0,600,400,385,585,585,390,495,500,646,750,735,635,495,520
15.0,600,400,385,585,585,390,495,500,635,770,735,635,495,520
23.0,600,570,590,590,390,390,615,740,638,515,735,616,515,520
