,1,10,11,12,2,3,4,5,6,7,8,9
2.0,485,515,475,415,531,485,515,485,515,485,515,485
3.0,485,515,475,415,515,485,515,485,515,485,515,485
4.0,485,515,475,415,515,485,515,485,515,485,515,485
