,1,2,3,4,5,6,7,8
5.0,12602,12696,12402,12339,12937,13142,12402,11916
14.0,13116,13232,13209,12780,13023,13927,13209,12409
23.0,12912,13154,13254,12737,13003,13806,13052,12422
