,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
7.0,5319164,5278583,5344693,4839681,4814887,3881592,3850236,5352756,5393975,5015345,4758292,4839681,3913454,3912588,5340482,5309474
20.0,5389965,5499751,5570607,4972825,4997970,3937791,3998709,5452587,5615382,5117484,5111390,4999764,4167735,4068636,5485186,5398510
32.0,5672398,5826695,5892480,5286335,5230040,4364796,4390356,6130566,5840208,5376294,5377380,5315618,4390356,4347330,6077524,6077524
