,subjFloor,floorLv,unitNo,price,npsf,nfa
8.0/F低層A,8.0,低層,A,6387744,12624,506
16.0/F中層A,16.0,中層,A,6574458,12993,506
23.0/F高層A,23.0,高層,A,6797604,13434,506
8.0/F低層B,8.0,低層,B,5197925,14725,353
16.0/F中層B,16.0,中層,B,5313709,15053,353
23.0/F高層B,23.0,高層,B,5502211,15587,353
8.0/F低層C,8.0,低層,C,6514688,12724,512
16.0/F中層C,16.0,中層,C,6612992,12916,512
23.0/F高層C,23.0,高層,C,7049216,13768,512
8.0/F低層D,8.0,低層,D,9292180,10730,866
16.0/F中層D,16.0,中層,D,9771078,11283,866
23.0/F高層D,23.0,高層,D,10145190,11715,866
8.0/F低層E,8.0,低層,E,6215440,14126,440
16.0/F中層E,16.0,中層,E,6101235,13835,441
23.0/F高層E,23.0,高層,E,6328791,14351,441
8.0/F低層F,8.0,低層,F,6312744,12234,516
16.0/F中層F,16.0,中層,F,6628020,12845,516
23.0/F高層F,23.0,高層,F,6898404,13369,516
