,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
12.0/F低層A,12.0,低層,A,8848559,10301,859,306,4,ISL
28.0/F中層A,28.0,中層,A,9560670,11130,859,314,4,ISL
45.0/F高層A,45.0,高層,A,10663626,12414,859,326,4,ISL
12.0/F低層B,12.0,低層,B,8386954,10253,818,367,4,ISL
28.0/F中層B,28.0,中層,B,9158328,11196,818,325,3,ISL
45.0/F高層B,45.0,高層,B,10143200,12400,818,371,4,ISL
12.0/F低層C,12.0,低層,C,6865777,11311,607,394,4,ISL
28.0/F中層C,28.0,中層,C,6958080,11520,604,325,3,ISL
45.0/F高層C,45.0,高層,C,7156708,11908,601,328,3,ISL
12.0/F低層D,12.0,低層,D,6356130,11330,561,394,4,ISL
28.0/F中層D,28.0,中層,D,6645045,11845,561,365,3,ISL
45.0/F高層D,45.0,高層,D,7096374,12627,562,351,3,ISL
12.0/F低層E,12.0,低層,E,6099192,10872,561,360,4,ISL
28.0/F中層E,28.0,中層,E,6514332,11612,561,331,3,ISL
45.0/F高層E,45.0,高層,E,7119978,12669,562,355,3,ISL
12.0/F低層F,12.0,低層,F,6825108,11244,607,400,4,ISL
28.0/F中層F,28.0,中層,F,6386092,10573,604,380,3,ISL
45.0/F高層F,45.0,高層,F,6891066,11466,601,365,3,ISL
12.0/F低層G,12.0,低層,G,8685154,10502,827,341,4,ISL
28.0/F中層G,28.0,中層,G,9464188,11444,827,333,4,ISL
45.0/F高層G,45.0,高層,G,10184505,12315,827,309,4,ISL
12.0/F低層H,12.0,低層,H,9050424,10536,859,362,4,ISL
28.0/F中層H,28.0,中層,H,9795177,11403,859,379,4,ISL
45.0/F高層H,45.0,高層,H,10667062,12418,859,359,4,ISL
