,1,10,11,12,13,14,15,2,3,4,5,6,7,8
8.0,3100599,3142692,4196368,3326778,4081383,3077480,3073518,3959534,3161403,3157000,3146910,3578874,3241315,3935211
18.0,3234386,3270456,4354568,3462858,4241179,3203308,3199014,4135848,3283938,3280585,3276000,3720314,3381455,4079718
26.0,3348844,3372516,4485648,3571344,4369806,3304122,3299184,4249699,3381966,3379530,3379740,3833024,3496185,4202028
