,A,B,C,D,E,F,G
3.0,3838760,3520110,3372920,3347070,4031290,3290135,3405465
6.0,3909440,3580830,3425390,3405020,4086970,3347070,3464055
10.0,4003300,3661680,3659915,3482490,3458662,3762430,3542805
