,10,12,15,16,17,3,4,5,6,7,8
9.0,566,443,566,375,385,566,375,385,544,544,385
19.0,566,443,566,375,385,566,375,385,544,544,385
29.0,566,443,566,375,385,566,375,385,544,544,385
