,1,2,3,4,5,6,7,8
7.0,6162912,5897675,5968025,6165951,6332256,5775266,5739622,6219195
18.0,6463800,6292104,6290697,6517953,6561072,6135458,6161722,6444496
29.0,6826680,6628846,6544426,6801428,6858936,6426238,6473607,6736845
