,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
21.0/F低層A,21.0,低層,A,,,,,,KKAI
68.0/F中層A,68.0,中層,A,,,,,,KKAI
105.0/F高層A,105.0,高層,A,,,,,,KKAI
21.0/F低層AB,21.0,低層,AB,,,,,,KKAI
68.0/F中層AB,68.0,中層,AB,,,,,,KKAI
105.0/F高層AB,105.0,高層,AB,,,,,,KKAI
21.0/F低層B,21.0,低層,B,,,,,,KKAI
68.0/F中層B,68.0,中層,B,,,,,,KKAI
105.0/F高層B,105.0,高層,B,,,,,,KKAI
21.0/F低層BC,21.0,低層,BC,,,,,,KKAI
68.0/F中層BC,68.0,中層,BC,,,,,,KKAI
105.0/F高層BC,105.0,高層,BC,,,,,,KKAI
21.0/F低層C,21.0,低層,C,,,,,,KKAI
68.0/F中層C,68.0,中層,C,,,,,,KKAI
105.0/F高層C,105.0,高層,C,,,,,,KKAI
21.0/F低層D,21.0,低層,D,,,,,,KKAI
68.0/F中層D,68.0,中層,D,,,,,,KKAI
105.0/F高層D,105.0,高層,D,,,,,,KKAI
21.0/F低層E,21.0,低層,E,,,,,,KKAI
68.0/F中層E,68.0,中層,E,,,,,,KKAI
105.0/F高層E,105.0,高層,E,,,,,,KKAI
21.0/F低層EF,21.0,低層,EF,,,,,,KKAI
68.0/F中層EF,68.0,中層,EF,,,,,,KKAI
105.0/F高層EF,105.0,高層,EF,,,,,,KKAI
21.0/F低層F,21.0,低層,F,,,,,,KKAI
68.0/F中層F,68.0,中層,F,,,,,,KKAI
105.0/F高層F,105.0,高層,F,,,,,,KKAI
