,A,B,C,D,E,F,G,H,J,K
10.0,11926992,12093774,6607164,6062193,6159270,6049944,9777960,9192920,6173193,6345785
20.0,12559932,12141357,7359522,6463059,6748456,6347376,9867986,9288939,6494085,6745078
29.0,14101626,14388732,6774330,6546129,6889896,7340544,10516182,10085589,7260513,7632421
