,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
9.0/F低層A,9.0,低層,A,5049528,13574,372,369,3,NTW
19.0/F中層A,19.0,中層,A,5285748,14209,372,383,3,NTW
29.0/F高層A,29.0,高層,A,5400324,14517,372,349,3,NTW
9.0/F低層B,9.0,低層,B,5525772,13188,419,370,4,NTW
19.0/F中層B,19.0,中層,B,5532057,13203,419,397,4,NTW
29.0/F高層B,29.0,高層,B,5696724,13596,419,393,4,NTW
9.0/F低層C,9.0,低層,C,5535828,13212,419,411,4,NTW
19.0/F中層C,19.0,中層,C,5762088,13752,419,325,3,NTW
29.0/F高層C,29.0,高層,C,5897844,14076,419,381,4,NTW
9.0/F低層D,9.0,低層,D,5811516,13089,444,371,4,NTW
19.0/F中層D,19.0,中層,D,5794644,13051,444,386,4,NTW
29.0/F高層D,29.0,高層,D,6005544,13526,444,395,4,NTW
9.0/F低層E,9.0,低層,E,5847036,13169,444,389,4,NTW
19.0/F中層E,19.0,中層,E,5898096,13284,444,384,4,NTW
29.0/F高層E,29.0,高層,E,6105000,13750,444,363,4,NTW
9.0/F低層F,9.0,低層,F,5100992,12262,416,348,4,NTW
19.0/F中層F,19.0,中層,F,5285280,12705,416,364,4,NTW
29.0/F高層F,29.0,高層,F,5504512,13232,416,342,4,NTW
9.0/F低層G,9.0,低層,G,5605184,13474,416,396,4,NTW
19.0/F中層G,19.0,中層,G,5840640,14040,416,383,4,NTW
29.0/F高層G,29.0,高層,G,5871008,14113,416,374,4,NTW
9.0/F低層H,9.0,低層,H,6798924,12804,531,322,4,NTW
19.0/F中層H,19.0,中層,H,6874857,12947,531,334,4,NTW
29.0/F高層H,29.0,高層,H,7065486,13306,531,312,4,NTW
