,A,B,C,D,E,F,G,H
6.0,12848,11843,11949,12831,12781,11420,11879,12858
14.0,12637,12180,12320,12612,12913,11884,12306,12731
23.0,13044,12627,12749,13074,13291,12448,12645,12959
