,A,B,C,D,E,F,G,H,J,K,L,M
8.0,452,592,588,495,592,589,495,592,589,495,592,589
17.0,452,592,588,495,592,589,495,592,589,495,592,589
26.0,452,592,588,495,592,589,495,592,589,495,592,589
