,A,B,C,D,E,F,G,H
14.0,15149,14669,14588,13577,13514,14650,14007,13591
32.0,14917,16185,15484,14725,15870,14895,15725,14076
50.0,16060,16671,16062,16305,16711,16430,17353,16536
