,1,10,11,12,13,14,2,3,4,5,6,7,8,9,N
3.0,629,532,535,330,339,782,481,486,579,579,420,644,584,780,339
6.0,625,532,535,330,339,554,367,486,579,420,519,645,586,462,339
8.0,625,532,535,330,339,554,327,378,579,420,519,513,586,462,339
