,1,10,2,3,4,5,6,7,8,9
7.0,10236,12302,10547,11226,10049,12198,10591,10224,11896,10158
18.0,10690,12634,10848,12731,10329,12538,10888,10427,12182,10445
29.0,10975,12952,11143,13089,10591,12867,11173,10901,12492,10715
