,A,B,C,D,E,F,G,H,J,K
8.0,4542740,5370464,6180480,6313088,5370464,4531534,6239680,6268096,5700960,6136080
20.0,4721174,5580036,6466416,6757680,5580036,5100885,6531536,6513776,5904608,6356896
33.0,5368536,5811872,6796752,7042432,5811872,5316816,6928176,5797456,6370512,6879632
