,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,10428245,17705,589
16.0/F中層A,16.0,中層,A,11216327,19043,589
25.0/F高層A,25.0,高層,A,11745838,19942,589
7.0/F低層B,7.0,低層,B,10981390,17885,614
16.0/F中層B,16.0,中層,B,11683806,19029,614
25.0/F高層B,25.0,高層,B,12359820,20130,614
7.0/F低層B & C,7.0,低層,B & C,,,
16.0/F中層B & C,16.0,中層,B & C,,,
25.0/F高層B & C,25.0,高層,B & C,,,
7.0/F低層C,7.0,低層,C,10743158,17497,614
16.0/F中層C,16.0,中層,C,11392156,18554,614
25.0/F高層C,25.0,高層,C,11930020,19430,614
7.0/F低層D,7.0,低層,D,10562537,17933,589
16.0/F中層D,16.0,中層,D,11208670,19030,589
25.0/F高層D,25.0,高層,D,11645119,19771,589
7.0/F低層E,7.0,低層,E,10385248,17632,589
16.0/F中層E,16.0,中層,E,11027258,18722,589
25.0/F高層E,25.0,高層,E,11550879,19611,589
7.0/F低層F,7.0,低層,F,8942572,17398,514
16.0/F中層F,16.0,中層,F,9625678,18727,514
25.0/F高層F,25.0,高層,F,9908892,19278,514
7.0/F低層G,7.0,低層,G,8944628,17402,514
16.0/F中層G,16.0,中層,G,9469422,18423,514
25.0/F高層G,25.0,高層,G,9909920,19280,514
7.0/F低層H,7.0,低層,H,10448271,17739,589
16.0/F中層H,16.0,中層,H,11110896,18864,589
25.0/F高層H,25.0,高層,H,11784123,20007,589
