,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,5173784,12712,407
18.0/F中層A,18.0,中層,A,5394785,13255,407
28.0/F高層A,28.0,高層,A,5578749,13707,407
7.0/F低層B,7.0,低層,B,5293035,13005,407
18.0/F中層B,18.0,中層,B,5415135,13305,407
28.0/F高層B,28.0,高層,B,5623519,13817,407
7.0/F低層C,7.0,低層,C,5833531,14333,407
18.0/F中層C,18.0,中層,C,6173783,15169,407
28.0/F高層C,28.0,高層,C,5923071,14553,407
7.0/F低層D,7.0,低層,D,6425664,14343,448
18.0/F中層D,18.0,中層,D,6758528,15086,448
28.0/F高層D,28.0,高層,D,6521088,14556,448
7.0/F低層E,7.0,低層,E,6441452,14251,452
18.0/F中層E,18.0,中層,E,6289580,13915,452
28.0/F高層E,28.0,高層,E,6535016,14458,452
7.0/F低層F,7.0,低層,F,5901500,14500,407
18.0/F中層F,18.0,中層,F,6256404,15372,407
28.0/F高層F,28.0,高層,F,6465195,15885,407
7.0/F低層G,7.0,低層,G,5833531,14333,407
18.0/F中層G,18.0,中層,G,6173783,15169,407
28.0/F高層G,28.0,高層,G,5923071,14553,407
7.0/F低層H,7.0,低層,H,5879522,14446,407
18.0/F中層H,18.0,中層,H,6154654,15122,407
28.0/F高層H,28.0,高層,H,5834345,14335,407
