,subjFloor,floorLv,unitNo,price,npsf,nfa
3.0/F低層A,3.0,低層,A,6171120,8571,720
8.0/F中層A,8.0,中層,A,6375600,8855,720
13.0/F高層A,13.0,高層,A,6585120,9146,720
3.0/F低層B,3.0,低層,B,8236725,8115,1015
8.0/F中層B,8.0,中層,B,8507730,8382,1015
13.0/F高層B,13.0,高層,B,8783810,8654,1015
3.0/F低層C,3.0,低層,C,5906600,8438,700
8.0/F中層C,8.0,中層,C,6106100,8723,700
13.0/F高層C,13.0,高層,C,6302800,9004,700
3.0/F低層whole floor,3.0,低層,whole floor,5870200,8386,700
8.0/F中層whole floor,8.0,中層,whole floor,8498595,8373,1015
13.0/F高層whole floor,13.0,高層,whole floor,8783810,8654,1015
