,A,B,C,D,E,F,G,H
6.0,11982,11953,12202,12245,12040,12046,12202,12592
11.0,12187,12158,12411,12454,12244,12494,12411,12804
16.0,12392,12363,12620,12664,12450,12708,12620,12934
