,1,2,3,4,5,6,7,8
5.0,8299,8297,8301,8299,8299,8299,8299,8299
10.0,8464,8461,8467,8464,8464,8464,8464,8464
16.0,8662,8658,8667,8662,8662,8662,8662,8662
