,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9
10.0,215,215,215,435,612,612,548,548,443,443,435,435,215,612,612,548,548,443,443,435
21.0,214,214,214,431,603,612,544,544,440,440,431,431,214,607,612,544,544,440,440,431
32.0,213,213,213,427,603,612,538,538,436,436,427,427,213,607,603,544,538,436,436,427
