,A,B,C,D,E,F,G,H
8.0,13389360,15068879,15119887,13198305,11440662,8900010,8660871,11102595
22.0,12943800,15078443,15469770,12621615,11408120,9070758,9235539,11371350
35.0,13904070,16718889,15530559,13733186,11658632,9053316,9752832,11929770
