,1,10,2,3,4,5,6,7,8,9
4.0,12903,12879,12581,12581,13055,12651,12141,12977,12581,12581
8.0,13323,12981,12363,12363,12931,12462,12423,13271,12363,12363
13.0,13232,13225,13086,13086,13177,12923,12774,13412,12784,13086
