,A,B,C,D,E,F,G,H,J,K
7.0,11579,10860,11112,11540,11886,10811,11044,10914,10791,11601
20.0,12639,11590,11695,12604,12601,11483,12094,11771,11543,12664
32.0,12970,12723,12632,12826,13276,12900,12826,12149,12169,12892
