,1,10,11,12,13,14,15,16,2,3,4,6,7,8,9
8.0,7115,7383,7382,7462,7760,8176,8176,7215,7251,7383,7731,8263,8147,7215,7144
20.0,7609,7930,8033,8135,8287,8594,8594,7752,7685,7930,8174,8672,8558,7816,8509
33.0,7790,7848,7996,8033,8154,9042,9042,7899,7886,7808,8227,9219,9114,8005,7899
