,A,B,C,D,E,F,G,H
10.0,7252982,9677968,9220343,7161220,7126691,9156741,9397200,7450223
28.0,7821528,10129952,9751874,7566108,7803554,9687623,9849840,7909979
45.0,8128032,10545856,10239273,7936940,8505486,10154254,10285424,8136546
