,1,2,3,5,6,7,8,9
12.0,15322,15500,15705,14034,15156,15500,15416,15826
28.0,15976,16566,16614,17657,16389,16566,16507,16400
43.0,16997,17401,17479,18014,16978,17401,16716,17308
