,11,13,14,15,17,20,21,24,3,7,9
8.0,3136440,3137940,3107202,3015058,3151045,3374100,3316398,2843784,3005755,3136440,3341650
18.0,3010628,3138834,3039423,2999553,3204395,3368721,3324711,2726817,2996009,3010628,3321765
27.0,3088153,3217953,3117391,3077078,3342620,3453318,3408330,2795778,3073091,3088153,3297515
