,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層A,6.0,低層,A,4252176,13896,306
15.0/F中層A,15.0,中層,A,4616928,15088,306
22.0/F高層A,22.0,高層,A,4740246,15491,306
6.0/F低層B,6.0,低層,B,4117770,13590,303
15.0/F中層B,15.0,中層,B,4558635,15045,303
22.0/F高層B,22.0,高層,B,4748313,15671,303
6.0/F低層C,6.0,低層,C,5349939,14343,373
15.0/F中層C,15.0,中層,C,5549494,14878,373
22.0/F高層C,22.0,高層,C,5771429,15473,373
6.0/F低層D,6.0,低層,D,6453800,13225,488
15.0/F中層D,15.0,中層,D,6705120,13740,488
22.0/F高層D,22.0,高層,D,7035984,14418,488
6.0/F低層E,6.0,低層,E,6289325,14525,433
15.0/F中層E,15.0,中層,E,6074557,14029,433
22.0/F高層E,22.0,高層,E,5984060,13820,433
6.0/F低層F,6.0,低層,F,5005660,13420,373
15.0/F中層F,15.0,中層,F,5251840,14080,373
22.0/F高層F,22.0,高層,F,5558073,14901,373
6.0/F低層G,6.0,低層,G,5358145,14365,373
15.0/F中層G,15.0,中層,G,5587913,14981,373
22.0/F高層G,22.0,高層,G,5812832,15584,373
6.0/F低層H,6.0,低層,H,5219918,13957,374
15.0/F中層H,15.0,中層,H,5314540,14210,374
22.0/F高層H,22.0,高層,H,5839636,15614,374
6.0/F低層J,6.0,低層,J,6305152,13888,454
15.0/F中層J,15.0,中層,J,6585724,14506,454
22.0/F高層J,22.0,高層,J,6921684,15246,454
6.0/F低層K,6.0,低層,K,6851595,14127,485
15.0/F中層K,15.0,中層,K,6676025,13765,485
22.0/F高層K,22.0,高層,K,6967510,14366,485
6.0/F低層L,6.0,低層,L,4332900,14443,300
15.0/F中層L,15.0,中層,L,4487400,14958,300
22.0/F高層L,22.0,高層,L,4761300,15871,300
6.0/F低層M,6.0,低層,M,5589910,14045,398
15.0/F中層M,15.0,中層,M,5711698,14351,398
22.0/F高層M,22.0,高層,M,5567224,13988,398
