,A,B,C,D,E,F,G,H,J,K,L,M
6.0,11103,9996,9925,9719,9926,9593,10712,9994,9988,10516,10134,9988
16.0,11378,10466,10253,10024,10150,9907,10966,10215,10455,10639,10331,10455
26.0,11669,10468,10518,10406,10465,10432,11218,10075,10247,11020,10508,10459
