,1,10,12,13,14,16,18,2,4,5,9
9.0,443,598,443,443,376,407,443,375,407,385,407
18.0,443,598,443,443,376,407,443,375,407,385,407
26.0,443,598,443,443,376,407,443,375,407,385,407
