,A,B,C,D,E,F,G,H,J,K
15.0,11535259,9039449,8085825,11510836,8418229,8380400,6359360,8362924,8132608,8238132
31.0,12030057,9186727,8645208,10219840,8391007,8430450,6720032,8519670,8287488,8743140
48.0,13985003,10045616,9506244,12467856,8847499,9050650,7278992,9067376,8778528,9841608
